age,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,reaction_time_ms,addiction_score,gender,gaming_genre,stress_level
1.5537502768361242,0.9956394607288632,-0.3940712049008869,-0.23199075379284942,-0.286381074153358,-1.417567897980631,0.05778359983748029,-0.4659165898610655,1.4362282912428832,1,0,1
0.7817364582239352,-0.31368261756560734,-1.396029263579606,-0.8100239225364796,-0.35043621219722687,0.994871349354338,-0.3464805304964787,0.1677931407485248,-0.31222131758483446,0,2,2
1.1677433675300297,0.2909544883577527,-0.176591936350467,0.7012194222510835,-0.5408704063816999,-1.0143359776768033,0.6104015394683051,-0.19120666356019253,0.25796863466685016,0,2,2
0.7817364582239352,0.5997979021747208,-1.7261317247722074,0.4156849654018203,-0.8239248677377113,0.6959235463704657,1.3002467526987305,-0.6126560535994202,0.7404370558028907,1,2,1
-1.5343049976126315,0.8172932640176562,-0.6465024987540525,1.5717513028890806,-0.697545811597106,0.7723985657384332,1.5005243952494995,-0.7314126428574368,0.9278421450044931,0,1,1
-0.7622911790004426,1.3218825034932662,0.30885285952100555,1.5369300276635602,0.5376796206812692,0.25097797913865605,1.441182871530753,-1.2705948584541809,0.5968927321591099,0,1,1
1.5537502768361242,-0.0874874412489546,-1.3882621468456624,-0.15538394829670607,-1.2368208251285906,-1.5079474663245924,-0.1313675070160234,0.03845765991867229,-0.22848712879262906,0,2,2
-0.7622911790004426,-0.30063289585503133,1.0195440406768415,0.4922917708979643,0.07284706487644214,0.7515417422744419,0.03182168321052869,0.09169337234467997,0.4114813141192266,0,2,2
1.5537502768361242,0.9216910377022652,-1.539720923157562,1.5787155579341845,0.8068843224602283,0.7584940167624391,0.7884261106245442,-0.9952024230196418,0.45135473735361,1,1,1
0.39572954891784073,1.2435841732298096,-1.3804950301117191,-0.2946690491987851,-0.9927188125830397,-0.7988154685488953,1.3521705859526336,-1.0750559916586524,1.0374940588990476,1,2,1
0.39572954891784073,0.7955437278333627,0.3282706513558644,-0.6498460564990884,-0.37900134132489766,1.432864642098151,0.13937819495075635,-0.5758005603814145,1.019551018443575,0,1,1
-1.148298088306537,-1.6621538609918065,-0.06785230207525737,-0.7264528619952318,0.387063485280823,0.5846871545625134,-1.8633982305569305,1.8256078264250943,-1.1336138362131347,1,2,2
-0.3762842696943482,1.0695878837554613,1.163235700254797,-0.30163330424388957,0.3974508049636116,1.238200956434234,0.3952885159878498,-1.4169930676257014,0.6267977995848976,2,0,1
-0.7622911790004426,-0.3789312261184879,0.26613371748431586,1.1051462148671143,-0.06045687105268809,0.5916394290505103,-1.080831886515964,0.09647093628034879,-0.22848712879262906,1,2,2
0.009722639611746266,1.0521882548080264,-0.7630092497632059,0.6663981470255637,-0.016310762400833834,0.8975395065223796,0.32111161133941657,-1.3224655526128544,0.925848473842774,0,0,1
0.009722639611746266,-0.9966180537524244,-0.2930986873596203,-1.3950213463252137,1.6491228267397378,0.0006960975707628128,-0.335353994799214,0.5616009108742485,-0.8485188600872927,0,1,2
1.1677433675300297,0.19090662191000268,-0.8251461836347544,-0.5453822308225286,1.013765106142451,1.5301964849301093,0.8588941700405551,-0.33623985446437993,0.7125256595388221,0,1,2
0.7817364582239352,-1.4664080353331648,-0.9571871681117949,1.3628236515359609,0.6900269760288479,-0.6875790767409429,-0.7247827442034864,2.0286542936909564,-1.4486138797647645,0,0,2
0.39572954891784073,0.21700606533115474,1.4312012275758503,-0.7264528619952318,0.3359924968404414,-0.013208451405230947,0.30256738517730875,-0.054022327693173555,-0.33215802920202614,1,1,0
0.39572954891784073,0.5258494791481229,-0.7241736660934881,0.17890029386828515,1.6898064954973295,-0.6180563318609725,1.3039555979311521,-0.4126808774350578,1.1132535630443765,0,0,1
-0.3762842696943482,-0.07008781230151977,-0.040667393506454805,0.9449683488297225,-1.403883550026787,1.697051072642038,0.3322381470366819,0.5383956003295782,-0.4497846277434575,1,1,2
0.009722639611746266,0.7259452120436234,0.9535235484383211,-1.5900204875881252,0.41822544432919123,0.6194485270024984,0.10970743309138317,-1.1951775991840032,0.6068610879677059,1,1,0
0.7817364582239352,1.3653815758618535,1.2952766847318373,0.3251496498154687,1.0059746163803587,0.5151644096825431,0.6586165274897862,-1.2026851996543375,0.9517661989451232,1,1,1
-1.5343049976126315,-0.0048392037486392,0.7243936047869858,0.8265760130629549,1.2379580892959898,-1.4801383683726042,-0.5393404825824043,0.17530074121886013,-0.4079175333473548,0,1,2
0.009722639611746266,0.14305764230455675,-0.529995747744899,-0.8309166876717917,-1.3138601127759455,-1.681754328524518,0.3099850756421519,-0.47069415379673235,-0.3700377812746904,0,0,2
0.7817364582239352,-1.536006551122904,0.0603051240348114,-0.963237533528767,1.2007368604326605,0.9253486044743676,-0.5133785659554527,1.0710939791564882,-1.552284780174162,1,2,2
1.5537502768361242,-0.7182239905934671,0.7593456300897321,-1.3114502857839658,0.1360365929467448,-0.5832949594209875,-1.0326168984944828,0.5104127258492411,-0.6351960457833408,0,0,0
0.7817364582239352,1.3697314830987122,-0.6698038489558831,1.3488951414457533,-0.5157677171482916,1.3702941717061778,0.899691467597193,-1.381161338108196,1.4362282912428832,1,0,1
-1.5343049976126315,1.5219782363887666,1.3690642937043018,0.1510432736878692,0.5549918201525852,-1.6052793091565505,1.2631583003745142,-1.4074379397543668,1.6375890785765195,0,0,1
0.009722639611746266,0.4475511488846663,-1.4037963803135496,0.6594338919804599,-1.3259786524058665,-1.1325246439727528,0.03553052844295025,-0.2737902687338715,0.18619647284495955,1,1,1
0.7817364582239352,-0.7747727846726302,-0.38242052979997143,0.9171113286493066,1.5989174482729225,0.8141122126664154,0.005859766583577084,0.5834412031515844,-1.1455758631834498,0,0,2
1.5537502768361242,1.3305823179669838,0.6001197370438891,0.2694356094546368,1.0163619360631486,-1.202047388852723,1.815776240005339,-1.1927888172161698,2.195817003857889,0,1,1
1.5537502768361242,-1.3185111892799686,0.934105756603462,-0.8169881775815835,0.3810042154658619,0.1466938618187007,-1.2662741481370463,0.8926178407026286,-1.5482974378507235,1,1,0
0.009722639611746266,1.3697314830987122,1.392365643906132,0.7081836772961873,-1.0948607894638018,-0.49986766556502304,0.806970336786652,-0.7979572833899469,0.7424307269646099,0,0,1
0.009722639611746266,0.1996064363837199,0.9651742235392362,1.5787155579341845,-0.6334906735532383,-1.0490973501167884,0.7031226702788462,0.0446002421216734,0.2240762249176238,0,1,2
1.5537502768361242,0.38665244756864453,0.40205826032832837,-1.2835932656035498,-0.6473404331302905,0.7028758208584629,0.5213892538901856,-0.15981124341152278,1.139171288146726,1,2,2
0.7817364582239352,-0.37023141164477047,1.6176120291904952,-0.25984777397326536,0.625971837984979,0.5707826055865194,0.4620477301714393,0.8250494364696184,0.06458253198008994,0,0,2
-1.5343049976126315,-0.557277422829695,-0.39018764653391486,-0.2668120290183692,0.18883880133425768,1.7109556216180317,-0.5022520302581877,0.09271713604518113,-0.8405441754404159,0,1,2
0.009722639611746266,0.1604572712519916,-0.8756324424053875,0.6942551672059797,-1.6289421431538913,-1.0769064480687764,0.7958438010893872,0.015252349374002072,0.7404370558028907,0,2,2
-0.7622911790004426,-0.5007286287505318,0.5224485697044534,0.5340773011685879,1.715774794704303,1.2938191523382103,-1.1179203388401804,0.26505069229603945,-0.34611372733406043,0,1,2
-1.5343049976126315,-1.209763508358501,-0.370769854699056,0.1928288039584928,0.052072425510863746,1.3981032696581654,-1.1995149339534568,1.6048161216838972,-1.225322709652217,0,2,2
